direction_id,original_trip_id,route_id,trip_headsign,service_id,trip_id
0,,27_merged_381003091,Broadway Plaza,2_merged_381003124,270002048
1,221005014,22_merged_381003094,BART Pleasant Hill Via AMTRAK,5_merged_381003125,221005014_merged_381005340
1,21002092,2,BART Concord,2_merged_381003124,21002092_merged_381005681
0,360001010,36_merged_381003083,BART Walnut Creek,1_merged_381003115,360001010_merged_381003293
1,31002005,3,BART Pleasant Hill,2_merged_381003117,31002005_merged_381003252
0,,23_merged_381003068,BART Dublin Via Bollinger Canyon,2_merged_381003117,230002011
0,,23_merged_381003068,BART Dublin Via Bollinger Canyon,2_merged_381003117,230002017
1,261003012,26_merged_381003090,San Ramon Transit Center Via San Ramon Valley Blvd,3_merged_381003123,261003012_merged_381005967
0,,23_merged_381003068,BART Dublin Via Bollinger Canyon,2_merged_381003117,230002014
1,261003039,26_merged_381003063,BART Walnut Creek,3_merged_381003116,261003039_merged_381003368
1,,27_merged_381003091,BART Walnut Creek,4_merged_381003126,271004128
1,,11_merged_381003071,Diablo Valley College,2_merged_381003117,111002059
0,50003039,5,BART Concord Via BART Pleasant Hill,3_merged_381003123,50003039_merged_381006262
0,350002014,35_merged_381003084,Bishop Ranch,2_merged_381003117,350002014_merged_381004665
1,,11_merged_381003071,Diablo Valley College,2_merged_381003117,111002056
1,,11_merged_381003071,Diablo Valley College,2_merged_381003117,111002053
1,,11_merged_381003071,Diablo Valley College,2_merged_381003117,111002068
1,281002059,28_merged_381003069,Counterclockwise,2_merged_381003117,281002059_merged_381003466
1,,11_merged_381003071,Diablo Valley College,2_merged_381003117,111002050
0,280001043,28_merged_381003096,Creekside,1_merged_381003122,280001043_merged_381005826
0,,33_merged_381003086,San Ramon Transit Center Via Danville Park and Ride,3_merged_381003116,330003021
0,,33_merged_381003086,San Ramon Transit Center Via Danville Park and Ride,3_merged_381003116,330003024
0,200004001,20_merged_381003092,Diablo Valley College Via Monument,4_merged_381003126,200004001_merged_381006957
0,120002026,12_merged_381003074,San Ramon Transit Center,2_merged_381003117,120002026_merged_381003659
0,280001019,28_merged_381003069,Clockwise,1_merged_381003115,280001019_merged_381004612
1,,13_merged_381003100,BART Walnut Creek,2_merged_381003124,131002062
0,10001028,1,Rossmoor via BART Walnut Creek,1_merged_381003122,10001028_merged_381006751
0,60003039,6,AMTRAK Via Downtown Pleasant Hill,3_merged_381003123,60003039_merged_381005711
0,10003042,1,Rossmoor via BART Walnut Creek,3_merged_381003123,10003042_merged_381006121
1,,25_merged_381003062,BART Walnut Creek,3_merged_381003116,251003028
0,30003003,3,BART Concord,3_merged_381003123,30003003_merged_381005490
0,50001010,5,BART Concord Via BART Pleasant Hill,1_merged_381003115,50001010_merged_381003299
1,,25_merged_381003062,BART Walnut Creek,3_merged_381003116,251003023
1,,25_merged_381003089,San Ramon Via Bollinger Canyon,3_merged_381003123,251003021
1,,25_merged_381003089,San Ramon Transit Center Via Windemere Parkway,3_merged_381003123,251003027
0,140001025,14_merged_381003076,BART North Concord Via VA Clinic/Diablo Valley College,1_merged_381003115,140001025_merged_381004274
1,41002011,4,BART Concord,2_merged_381003117,41002011_merged_381004046
1,81002023,8,Martinez AMTRAK,2_merged_381003117,81002023_merged_381005067
0,140001013,14_merged_381003103,BART Walnut Creek via Mount Diablo Blvd,1_merged_381003122,140001013_merged_381006582
1,121001049,12_merged_381003101,Diablo Valley College,1_merged_381003122,121001049_merged_381007272
1,21003063,2,BART Concord,3_merged_381003123,21003063_merged_381006966
1,21002053,2,BART Concord,2_merged_381003117,21002053_merged_381003877
1,,30_merged_381003109,Counterclockwise,3_merged_381003123,301003087
0,,25_merged_381003062,Broadway Plaza,4_merged_381003119,250004019
1,,30_merged_381003109,Counterclockwise,3_merged_381003123,301003081
0,40002056,4,BART Pleasant Hill,2_merged_381003117,40002056_merged_381005032
1,141003012,14_merged_381003076,Martinez AMTRAK Via Diablo Valley College/VA Clinic,3_merged_381003116,141003012_merged_381004847
0,120001001,12_merged_381003074,San Ramon Transit Center,1_merged_381003115,120001001_merged_381004060
0,30001025,3,BART Concord,1_merged_381003122,30001025_merged_381006339
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003122,310001022
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003122,310001025
0,70001046,7,BART North Concord via John Muir Medical Center,1_merged_381003122,70001046_merged_381005265
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003122,310001028
0,80003027,8,BART Pleasant Hill,3_merged_381003116,80003027_merged_381003777
1,,27_merged_381003091,BART Walnut Creek,5_merged_381003125,271005019
1,291003006,29_merged_381003070,Diablo Valley College via BART Pleasant Hill,3_merged_381003116,291003006_merged_381003666
1,131001004,13_merged_381003073,BART Lafayette via Mount Diablo Blvd,1_merged_381003115,131001004_merged_381004930
0,40002038,4,BART Pleasant Hill,2_merged_381003117,40002038_merged_381003201
1,,23_merged_381003068,San Ramon Via Bollinger Canyon,1_merged_381003115,231001058
1,,23_merged_381003068,San Ramon Via Bollinger Canyon,1_merged_381003115,231001052
1,,23_merged_381003068,San Ramon Via Bollinger Canyon,1_merged_381003115,231001055
0,320001013,32_merged_381003087,Hillcrest Park and Ride,1_merged_381003115,320001013_merged_381003940
1,71001025,7,BART Concord via John Muir Medical Center,1_merged_381003122,71001025_merged_381007283
0,,30_merged_381003109,Clockwise,2_merged_381003124,300002089
1,351002002,35_merged_381003084,San Ramon Transit Center,2_merged_381003117,351002002_merged_381003527
1,11003042,1,BART Walnut Creek,3_merged_381003123,11003042_merged_381006987
0,,34_merged_381003085,San Ramon Transit Center,1_merged_381003115,340001076
1,291002035,29_merged_381003070,Diablo Valley College via BART Pleasant Hill,2_merged_381003117,291002035_merged_381004652
0,,16_merged_381003105,Martinez Shuttle,2_merged_381003124,160002038
0,,16_merged_381003105,Martinez Shuttle,2_merged_381003124,160002035
0,120003024,12_merged_381003101,BART Concord,3_merged_381003123,120003024_merged_381007041
0,40002023,4,BART Pleasant Hill,2_merged_381003124,40002023_merged_381007307
0,260002014,26_merged_381003063,Creekside,2_merged_381003117,260002014_merged_381004115
0,360003033,36_merged_381003110,San Ramon Transit Center,3_merged_381003123,360003033_merged_381007037
1,21001016,2,BART Concord,1_merged_381003122,21001016_merged_381005812
0,70001031,7,BART North Concord via John Muir Medical Center,1_merged_381003122,70001031_merged_381005730
1,21003033,2,BART Concord,3_merged_381003116,21003033_merged_381005083
0,280002029,28_merged_381003069,Clockwise,2_merged_381003117,280002029_merged_381005170
0,90002008,9,BART Concord,2_merged_381003117,90002008_merged_381003346
0,,22_merged_381003067,San Ramon,5_merged_381003118,220005019
0,,22_merged_381003067,San Ramon,5_merged_381003118,220005018
0,20001058,2,Clayton,1_merged_381003115,20001058_merged_381004679
1,,24_merged_381003061,San Ramon Transit Center Via San Ramon Valley Blvd,3_merged_381003116,241003003
1,,24_merged_381003061,San Ramon Transit Center Via San Ramon Valley Blvd,3_merged_381003116,241003006
1,,31_merged_381003108,Diablo Valley College via BART Pleasant Hill,1_merged_381003122,311001019
1,,24_merged_381003061,San Ramon Transit Center Via San Ramon Valley Blvd,3_merged_381003116,241003009
0,340002017,34_merged_381003085,San Ramon Transit Center,2_merged_381003117,340002017_merged_381003425
1,131002011,13_merged_381003073,BART Lafayette via Mount Diablo Blvd,2_merged_381003117,131002011_merged_381003772
1,,27_merged_381003091,BART Walnut Creek,3_merged_381003123,271003203
1,41001043,4,BART Concord,1_merged_381003115,41001043_merged_381004414
1,,27_merged_381003091,BART Walnut Creek,2_merged_381003124,271002153
1,261003036,26_merged_381003090,San Ramon Transit Center Via San Ramon Valley Blvd,3_merged_381003123,261003036_merged_381005371
1,271003036,27_merged_381003064,BART Orinda via Saint Mary's College,3_merged_381003116,271003036_merged_381004083
0,40003051,4,BART Pleasant Hill,3_merged_381003123,40003051_merged_381005560
0,120002059,12_merged_381003074,San Ramon Transit Center,2_merged_381003117,120002059_merged_381004378
0,110003009,11_merged_381003098,Trotter Way,3_merged_381003123,110003009_merged_381007015
0,20003057,2,Clayton,3_merged_381003123,20003057_merged_381005645
0,270002053,27_merged_381003091,Broadway Plaza,2_merged_381003124,270002053_merged_381006126
0,,27_merged_381003091,Broadway Plaza,1_merged_381003122,270001078
1,,27_merged_381003091,BART Walnut Creek,1_merged_381003122,271001165
0,80003015,8,BART Pleasant Hill,3_merged_381003123,80003015_merged_381006043
0,,23_merged_381003068,BART Dublin Via Bollinger Canyon,1_merged_381003115,230001016
1,261002035,26_merged_381003090,San Ramon Transit Center Via San Ramon Valley Blvd,2_merged_381003124,261002035_merged_381005997
1,121003063,12_merged_381003101,Diablo Valley College,3_merged_381003123,121003063_merged_381006131
0,,23_merged_381003068,BART Dublin Via Bollinger Canyon,1_merged_381003115,230001013
0,,23_merged_381003068,BART Dublin Via Bollinger Canyon,1_merged_381003115,230001010
1,81001034,8,Martinez AMTRAK,1_merged_381003122,81001034_merged_381007030
1,21003045,2,BART Concord,3_merged_381003123,21003045_merged_381005868
0,,23_merged_381003068,BART Dublin Via Bollinger Canyon,1_merged_381003115,230001019
0,40001019,4,BART Pleasant Hill,1_merged_381003122,40001019_merged_381007259
0,,27_merged_381003091,Broadway Plaza,1_merged_381003122,270001075
1,281002077,28_merged_381003069,Counterclockwise,2_merged_381003117,281002077_merged_381003169
1,,15_merged_381003102,Martinez AMTRAK Via Diablo Valley College/VA Clinic,1_merged_381003122,151001010
1,51001034,5,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003122,51001034_merged_381007151
0,,12_merged_381003101,BART Concord,3_merged_381003123,120003087
0,,12_merged_381003101,BART Concord,3_merged_381003123,120003084
0,,12_merged_381003101,BART Concord,3_merged_381003123,120003081
1,91001010,9,Martinez AMTRAK,1_merged_381003115,91001010_merged_381003543
1,,23_merged_381003095,Diablo Valley College Via Diamond Blvd,5_merged_381003125,231005009
0,260001028,26_merged_381003063,Creekside,1_merged_381003115,260001028_merged_381003771
0,360002017,36_merged_381003110,San Ramon Transit Center,2_merged_381003124,360002017_merged_381005981
1,21003105,2,BART Concord,3_merged_381003116,21003105_merged_381003616
1,,27_merged_381003091,BART Walnut Creek,1_merged_381003122,271001186
1,331002011,33_merged_381003113,San Ramon,2_merged_381003124,331002011_merged_381006832
0,20001028,2,Clayton,1_merged_381003115,20001028_merged_381003926
1,,27_merged_381003091,BART Walnut Creek,1_merged_381003122,271001189
1,331001004,33_merged_381003113,San Ramon,1_merged_381003122,331001004_merged_381005975
0,70002035,7,BART North Concord via John Muir Medical Center,2_merged_381003117,70002035_merged_381003647
1,41002068,4,BART Concord,2_merged_381003124,41002068_merged_381006032
1,,27_merged_381003091,BART Walnut Creek,4_merged_381003126,271004086
1,141003015,14_merged_381003103,BART Lafayette via Mount Diablo Blvd,3_merged_381003123,141003015_merged_381005472
0,60001037,6,AMTRAK Via Downtown Pleasant Hill,1_merged_381003122,60001037_merged_381006534
1,,25_merged_381003089,San Ramon Transit Center Via Windemere Parkway,3_merged_381003123,251003039
0,360002050,36_merged_381003083,BART Walnut Creek,2_merged_381003117,360002050_merged_381003157
1,,26_merged_381003063,BART Walnut Creek,3_merged_381003116,261003081
1,,26_merged_381003063,BART Walnut Creek,3_merged_381003116,261003084
1,31001028,3,BART Pleasant Hill,1_merged_381003122,31001028_merged_381006940
0,260003027,26_merged_381003090,BART Dublin via San Ramon Valley Blvd,3_merged_381003123,260003027_merged_381006525
1,121001031,12_merged_381003074,BART Walnut Creek,1_merged_381003115,121001031_merged_381003162
0,70002002,7,BART North Concord via John Muir Medical Center,2_merged_381003117,70002002_merged_381003481
0,200005007,20_merged_381003065,Martinez via Downtown Pleasant Hill,5_merged_381003118,200005007_merged_381003795
1,121001010,12_merged_381003074,BART Walnut Creek,1_merged_381003115,121001010_merged_381003462
1,21003045,2,BART Concord,3_merged_381003116,21003045_merged_381003740
1,281003015,28_merged_381003096,BART Walnut Creek,3_merged_381003123,281003015_merged_381006857
0,330003003,33_merged_381003086,San Ramon Transit Center Via Danville Park and Ride,3_merged_381003116,330003003_merged_381003881
0,,28_merged_381003069,Clockwise,3_merged_381003116,280003087
0,260001004,26_merged_381003063,Creekside,1_merged_381003115,260001004_merged_381005095
0,330003015,33_merged_381003086,San Ramon Transit Center Via Danville Park and Ride,3_merged_381003116,330003015_merged_381004543
0,120002011,12_merged_381003101,BART Concord,2_merged_381003124,120002011_merged_381005942
1,,31_merged_381003108,Diablo Valley College via BART Pleasant Hill,2_merged_381003124,311002035
0,20003027,2,Clayton,3_merged_381003123,20003027_merged_381005483
1,,31_merged_381003108,Diablo Valley College via BART Pleasant Hill,2_merged_381003124,311002032
0,30002002,3,BART Concord,2_merged_381003117,30002002_merged_381004206
1,91002005,9,Martinez AMTRAK,2_merged_381003124,91002005_merged_381006493
1,,31_merged_381003108,Diablo Valley College via BART Pleasant Hill,2_merged_381003124,311002038
1,361002029,36_merged_381003110,Bishop Ranch,2_merged_381003124,361002029_merged_381006268
1,,11_merged_381003071,Diablo Valley College,3_merged_381003116,111003024
1,,11_merged_381003071,Diablo Valley College,3_merged_381003116,111003027
1,,11_merged_381003071,Diablo Valley College,3_merged_381003116,111003021
0,50001034,5,BART Concord Via BART Pleasant Hill,1_merged_381003122,50001034_merged_381005738
0,200005003,20_merged_381003092,Diablo Valley College Via Monument,5_merged_381003125,200005003_merged_381005732
1,121001064,12_merged_381003101,Diablo Valley College,1_merged_381003122,121001064_merged_381006916
1,21002008,2,BART Concord,2_merged_381003117,21002008_merged_381003503
0,,26_merged_381003063,Creekside,1_merged_381003115,260001064
0,,26_merged_381003063,Creekside,1_merged_381003115,260001067
0,,26_merged_381003063,Creekside,1_merged_381003115,260001061
0,140003015,14_merged_381003076,BART North Concord Via VA Clinic/Diablo Valley College,3_merged_381003116,140003015_merged_381004752
0,30003021,3,BART Concord,3_merged_381003116,30003021_merged_381003688
1,361002047,36_merged_381003110,BART Walnut Creek,2_merged_381003124,361002047_merged_381005984
1,61002032,6,BART Concord Via Downtown Pleasant Hill,2_merged_381003117,61002032_merged_381004722
1,311001013,31_merged_381003081,San Ramon,1_merged_381003115,311001013_merged_381004723
0,50002035,5,BART Concord Via BART Pleasant Hill,2_merged_381003117,50002035_merged_381004656
1,,25_merged_381003062,BART Walnut Creek,2_merged_381003117,251002125
1,,25_merged_381003062,BART Walnut Creek,2_merged_381003117,251002120
0,20003048,2,Clayton,3_merged_381003116,20003048_merged_381003679
1,51002017,5,BART Walnut Creek Via BART Pleasant Hill,2_merged_381003117,51002017_merged_381003889
0,360001034,36_merged_381003110,San Ramon Transit Center,1_merged_381003122,360001034_merged_381007024
1,81002029,8,Martinez AMTRAK,2_merged_381003124,81002029_merged_381007193
1,71001031,7,BART Concord via John Muir Medical Center,1_merged_381003115,71001031_merged_381005008
1,251001004,25_merged_381003089,San Ramon Via Bollinger Canyon,1_merged_381003122,251001004_merged_381005469
1,21001013,2,BART Concord,1_merged_381003122,21001013_merged_381005356
1,61003048,6,BART Concord Via Downtown Pleasant Hill,3_merged_381003116,61003048_merged_381004929
0,,27_merged_381003091,Broadway Plaza,3_merged_381003123,270003162
0,,27_merged_381003091,Broadway Plaza,3_merged_381003123,270003167
0,280002080,28_merged_381003096,Creekside,2_merged_381003124,280002080_merged_381005821
0,80002017,8,BART Pleasant Hill,2_merged_381003117,80002017_merged_381003964
0,60001010,6,AMTRAK Via Downtown Pleasant Hill,1_merged_381003115,60001010_merged_381004694
1,21001094,2,BART Concord,1_merged_381003122,21001094_merged_381006274
1,331001016,33_merged_381003086,BART Walnut Creek Via Danville Park and Ride,1_merged_381003115,331001016_merged_381005175
1,31001007,3,BART Pleasant Hill,1_merged_381003115,31001007_merged_381004517
0,,11_merged_381003071,BART Concord,1_merged_381003115,110001052
0,50001037,5,BART Concord Via BART Pleasant Hill,1_merged_381003122,50001037_merged_381005739
0,,11_merged_381003071,BART Concord,1_merged_381003115,110001055
0,360001037,36_merged_381003083,BART Walnut Creek,1_merged_381003115,360001037_merged_381004662
1,,10_merged_381003099,BART Walnut Creek Via Marchbanks,2_merged_381003124,101002014
0,,11_merged_381003071,BART Concord,1_merged_381003115,110001058
0,360003051,36_merged_381003083,BART Walnut Creek,3_merged_381003116,360003051_merged_381004193
1,81002014,8,Martinez AMTRAK,2_merged_381003124,81002014_merged_381006715
0,20001109,2,Kirker Pass via Clayton Rd and Ayers,1_merged_381003122,20001109_merged_381006499
1,291002011,29_merged_381003097,BART Orinda via Saint Mary's College,2_merged_381003124,291002011_merged_381007147
1,,10_merged_381003099,BART Walnut Creek Via Marchbanks,2_merged_381003124,101002017
0,220005014,22_merged_381003067,San Ramon,5_merged_381003118,220005014_merged_381004254
1,51001025,5,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003115,51001025_merged_381005171
1,11002023,1,Shadelands Via BART Walnut Creek,2_merged_381003124,11002023_merged_381007045
0,60002017,6,AMTRAK Via Downtown Pleasant Hill,2_merged_381003117,60002017_merged_381004797
0,280003078,28_merged_381003096,Creekside,3_merged_381003123,280003078_merged_381006921
1,21002074,2,BART Concord,2_merged_381003124,21002074_merged_381005706
0,,25_merged_381003089,BART Dublin Via Windemere Pkwy,3_merged_381003123,250003033
0,320002014,32_merged_381003087,Hillcrest Park and Ride,2_merged_381003117,320002014_merged_381004870
1,81001031,8,Martinez AMTRAK,1_merged_381003122,81001031_merged_381007029
0,,30_merged_381003109,Clockwise,2_merged_381003124,300002074
0,,30_merged_381003109,Clockwise,2_merged_381003124,300002077
1,51001013,5,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003122,51001013_merged_381005315
0,,27_merged_381003091,Broadway Plaza,3_merged_381003123,270003095
1,81001025,8,Martinez AMTRAK,1_merged_381003122,81001025_merged_381006874
0,280003027,28_merged_381003096,Creekside,3_merged_381003123,280003027_merged_381005552
0,180004029,18_merged_381003080,Diablo Valley College Via Monument,4_merged_381003119,180004029_merged_381004642
1,,24_merged_381003061,San Ramon Transit Center Via San Ramon Valley Blvd,2_merged_381003117,241002011
1,,24_merged_381003061,San Ramon Transit Center Via San Ramon Valley Blvd,2_merged_381003117,241002017
1,,24_merged_381003061,San Ramon Transit Center Via San Ramon Valley Blvd,2_merged_381003117,241002014
1,,25_merged_381003062,BART Walnut Creek,5_merged_381003118,251005158
0,350002020,35_merged_381003111,San Ramon Transit Center Via Danville Park and Ride,2_merged_381003124,350002020_merged_381005515
1,121003024,12_merged_381003101,Diablo Valley College,3_merged_381003123,121003024_merged_381005574
1,131002017,13_merged_381003073,BART Lafayette via Mount Diablo Blvd,2_merged_381003117,131002017_merged_381003780
0,20003078,2,Clayton,3_merged_381003116,20003078_merged_381003834
0,180004016,18_merged_381003080,Diablo Valley College Via Monument,4_merged_381003119,180004016_merged_381004883
1,,16_merged_381003078,Kirker Pass Rd via Clayton Rd and Ayers,5_merged_381003118,161005006
1,,16_merged_381003078,Kirker Pass Rd via Clayton Rd and Ayers,5_merged_381003118,161005007
0,90001004,9,BART Concord,1_merged_381003115,90001004_merged_381004069
1,,16_merged_381003078,Kirker Pass Rd via Clayton Rd and Ayers,5_merged_381003118,161005002
1,,16_merged_381003078,Kirker Pass Rd via Clayton Rd and Ayers,5_merged_381003118,161005003
0,,34_merged_381003085,San Ramon Transit Center,3_merged_381003116,340003060
0,,34_merged_381003085,San Ramon Transit Center,3_merged_381003116,340003063
0,60002038,6,AMTRAK Via Downtown Pleasant Hill,2_merged_381003124,60002038_merged_381007288
0,70001031,7,BART North Concord via John Muir Medical Center,1_merged_381003115,70001031_merged_381003602
0,,34_merged_381003085,San Ramon Transit Center,3_merged_381003116,340003066
0,,34_merged_381003085,San Ramon Transit Center,3_merged_381003116,340003069
1,,27_merged_381003091,BART Walnut Creek,2_merged_381003124,271002094
0,70001016,7,BART North Concord via John Muir Medical Center,1_merged_381003115,70001016_merged_381003389
0,,15_merged_381003102,BART North Concord Via VA Clinic/Diablo Valley College,2_merged_381003124,150002017
0,,15_merged_381003102,BART North Concord Via VA Clinic/Diablo Valley College,2_merged_381003124,150002014
0,,15_merged_381003102,BART North Concord Via VA Clinic/Diablo Valley College,2_merged_381003124,150002011
0,40003039,4,BART Pleasant Hill,3_merged_381003116,40003039_merged_381003754
0,,13_merged_381003100,San Ramon Transit Center,1_merged_381003122,130001049
0,,13_merged_381003100,San Ramon Transit Center,1_merged_381003122,130001046
0,40002050,4,BART Pleasant Hill,2_merged_381003124,40002050_merged_381007157
1,291002011,29_merged_381003070,Diablo Valley College via BART Pleasant Hill,2_merged_381003117,291002011_merged_381005019
0,360001016,36_merged_381003110,San Ramon Transit Center,1_merged_381003122,360001016_merged_381007119
0,290003054,29_merged_381003097,BART Lafayette via Saint Mary's College,3_merged_381003123,290003054_merged_381005774
1,141001004,14_merged_381003103,BART Lafayette via Mount Diablo Blvd,1_merged_381003122,141001004_merged_381006059
0,270001007,27_merged_381003091,Broadway Plaza,1_merged_381003122,270001007_merged_381005811
0,60002059,6,AMTRAK Via Downtown Pleasant Hill,2_merged_381003124,60002059_merged_381006349
0,330003018,33_merged_381003086,San Ramon Transit Center Via Danville Park and Ride,3_merged_381003116,330003018_merged_381004605
0,340002008,34_merged_381003085,San Ramon Transit Center,2_merged_381003117,340002008_merged_381003590
1,71002017,7,BART Concord via John Muir Medical Center,2_merged_381003117,71002017_merged_381003734
0,,25_merged_381003062,Broadway Plaza,3_merged_381003116,250003167
0,,25_merged_381003062,Broadway Plaza,3_merged_381003116,250003162
1,41003051,4,BART Concord,3_merged_381003123,41003051_merged_381005455
1,311003018,31_merged_381003108,Diablo Valley College via BART Pleasant Hill,3_merged_381003123,311003018_merged_381005623
0,320003003,32_merged_381003087,Hillcrest Park and Ride,3_merged_381003116,320003003_merged_381004216
0,10001031,1,Rossmoor via BART Walnut Creek,1_merged_381003122,10001031_merged_381006898
0,280002050,28_merged_381003096,Creekside,2_merged_381003124,280002050_merged_381006539
1,,11_merged_381003071,Diablo Valley College,2_merged_381003117,111002035
1,,11_merged_381003071,Diablo Valley College,2_merged_381003117,111002032
1,21001058,2,BART Concord,1_merged_381003115,21001058_merged_381004738
1,281003060,28_merged_381003069,Counterclockwise,3_merged_381003116,281003060_merged_381004881
1,,11_merged_381003071,Diablo Valley College,2_merged_381003117,111002038
1,31003012,3,BART Pleasant Hill,3_merged_381003123,31003012_merged_381005417
1,,37,San Ramon Transit Center,2_merged_381003124,371002029
1,,37,San Ramon Transit Center,2_merged_381003124,371002023
1,,37,San Ramon Transit Center,2_merged_381003124,371002020
0,270003015,27_merged_381003091,Broadway Plaza,3_merged_381003123,270003015_merged_381005791
0,320001010,32_merged_381003087,Hillcrest Park and Ride,1_merged_381003115,320001010_merged_381003939
0,90002014,9,BART Concord,2_merged_381003117,90002014_merged_381003211
0,70002017,7,BART North Concord via John Muir Medical Center,2_merged_381003124,70002017_merged_381005447
0,280001082,28_merged_381003069,Clockwise,1_merged_381003115,280001082_merged_381004160
1,271001016,27_merged_381003091,BART Walnut Creek,1_merged_381003122,271001016_merged_381007346
0,20003033,2,Clayton,3_merged_381003116,20003033_merged_381003225
1,71003039,7,BART Concord via John Muir Medical Center,3_merged_381003123,71003039_merged_381005538
0,40002017,4,BART Pleasant Hill,2_merged_381003117,40002017_merged_381003491
1,,32_merged_381003087,BART Walnut Creek,2_merged_381003117,321002008
1,,32_merged_381003087,BART Walnut Creek,2_merged_381003117,321002005
0,120003033,12_merged_381003101,BART Concord,3_merged_381003123,120003033_merged_381007206
1,,32_merged_381003087,BART Walnut Creek,2_merged_381003117,321002002
0,70002038,7,BART North Concord via John Muir Medical Center,2_merged_381003124,70002038_merged_381005777
0,60001043,6,AMTRAK Via Downtown Pleasant Hill,1_merged_381003115,60001043_merged_381004258
0,,37,BART Dublin,2_merged_381003124,370002008
1,281001016,28_merged_381003096,BART Walnut Creek,1_merged_381003122,281001016_merged_381005694
1,101002008,10_merged_381003072,BART Walnut Creek,2_merged_381003117,101002008_merged_381004563
1,311001016,31_merged_381003081,Mitchell Park and Ride,1_merged_381003115,311001016_merged_381004725
0,50003027,5,BART Concord Via BART Pleasant Hill,3_merged_381003116,50003027_merged_381003988
0,,37,BART Dublin,2_merged_381003124,370002002
1,21003042,2,BART Concord,3_merged_381003116,21003042_merged_381003741
1,41001046,4,BART Concord,1_merged_381003115,41001046_merged_381004413
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,2_merged_381003124,310002020
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,2_merged_381003124,310002023
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,2_merged_381003124,310002026
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,2_merged_381003124,310002029
0,30001013,3,BART Concord,1_merged_381003115,30001013_merged_381004633
0,20001061,2,Clayton,1_merged_381003122,20001061_merged_381006656
1,281003084,28_merged_381003096,BART Walnut Creek,3_merged_381003123,281003084_merged_381005481
1,341002005,34_merged_381003112,BART Walnut Creek,2_merged_381003124,341002005_merged_381006280
0,30002011,3,BART Concord,2_merged_381003117,30002011_merged_381004075
1,51003003,5,BART Walnut Creek Via BART Pleasant Hill,3_merged_381003123,51003003_merged_381006158
1,61003027,6,BART Concord Via Downtown Pleasant Hill,3_merged_381003116,61003027_merged_381004059
0,10003012,1,Rossmoor via BART Walnut Creek,3_merged_381003116,10003012_merged_381003510
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003122,310001046
1,11001016,1,Shadelands Via BART Walnut Creek,1_merged_381003122,11001016_merged_381006445
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003122,310001043
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003122,310001040
1,271003015,27_merged_381003064,BART Orinda via Saint Mary's College,3_merged_381003116,271003015_merged_381003800
0,,31_merged_381003108,BART Walnut Creek Via BART Pleasant Hill,1_merged_381003122,310001049
0,60002020,6,AMTRAK Via Downtown Pleasant Hill,2_merged_381003124,60002020_merged_381007144
1,141001022,14_merged_381003103,BART Lafayette via Mount Diablo Blvd,1_merged_381003122,141001022_merged_381006340
1,291003003,29_merged_381003070,Diablo Valley College via BART Pleasant Hill,3_merged_381003116,291003003_merged_381003582
0,120003057,12_merged_381003074,San Ramon Transit Center,3_merged_381003116,120003057_merged_381003849
0,40001034,4,BART Pleasant Hill,1_merged_381003115,40001034_merged_381003292
0,280002011,28_merged_381003096,Creekside,2_merged_381003124,280002011_merged_381005956
1,121002068,12_merged_381003101,Diablo Valley College,2_merged_381003124,121002068_merged_381005258
1,81001031,8,Martinez AMTRAK,1_merged_381003115,81001031_merged_381004901
0,70002005,7,BART North Concord via John Muir Medical Center,2_merged_381003117,70002005_merged_381003480
1,281003039,28_merged_381003096,BART Walnut Creek,3_merged_381003123,281003039_merged_381006552
0,60002059,6,AMTRAK Via Downtown Pleasant Hill,2_merged_381003117,60002059_merged_381004221
1,21003051,2,BART Concord,3_merged_381003123,21003051_merged_381005401
1,361001040,36_merged_381003110,BART Walnut Creek,1_merged_381003122,361001040_merged_381005727
0,40003021,4,BART Pleasant Hill,3_merged_381003116,40003021_merged_381003901
1,281002014,28_merged_381003069,Counterclockwise,2_merged_381003117,281002014_merged_381003715
0,110001001,11_merged_381003071,BART Concord,1_merged_381003115,110001001_merged_381003953
0,,16_merged_381003105,Martinez Shuttle,2_merged_381003124,160002011
0,,16_merged_381003105,Martinez Shuttle,2_merged_381003124,160002017
0,,16_merged_381003105,Martinez Shuttle,2_merged_381003124,160002014
1,281003021,28_merged_381003069,Counterclockwise,3_merged_381003116,281003021_merged_381003306
1,91002011,9,Martinez AMTRAK,2_merged_381003117,91002011_merged_381004500
